0.11351351,0.03135135,0.09081081,0.03027027,0.01945946
0.00216216,0.00432432,0.01513514,0.00540541,0.00540541
0.08216216,0.04,0.11783784,0.09945946,0.03783784
0.02702703,0.01513514,0.06162162,0.09189189,0.03783784
0.00756757,0.00864865,0.01621622,0.0172973,0.02162162
0.03783784,0.01297297,0.04648649,0.03783784,0.02162162
0.,0.,0.,0.,0.
0.1772973,0.07567568,0.23783784,0.19027027,0.09405405
0.0172973,0.01081081,0.0172973,0.01621622,0.00648649
0.,0.,0.,0.,0.
0.08,0.02486486,0.08324324,0.04,0.03243243
0.,0.,0.,0.,0.
0.12864865,0.05081081,0.17297297,0.13945946,0.04324324
0.02378378,0.02378378,0.04540541,0.06486486,0.04648649
0.,0.,0.,0.,0.
0.11783784,0.02702703,0.05081081,0.02810811,0.01189189
0.,0.,0.,0.,0.
0.09189189,0.05513514,0.19459459,0.14810811,0.06486486
0.01513514,0.01297297,0.04216216,0.06378378,0.03027027
0.00756757,0.00432432,0.01405405,0.00432432,0.01513514
0.07459459,0.02918919,0.08432432,0.04,0.02702703
0.00216216,0.00108108,0.01081081,0.00540541,0.00324324
0.11459459,0.03567568,0.14702703,0.11243243,0.05621622
0.03783784,0.02594595,0.05513514,0.07783784,0.02486486
0.00324324,0.00756757,0.00432432,0.00864865,0.01081081
0.03891892,0.01945946,0.05297297,0.02054054,0.01297297
0.00432432,0.00216216,0.00540541,0.00756757,0.00324324
0.14054054,0.05513514,0.17837838,0.14594595,0.06054054
0.03351351,0.01513514,0.05297297,0.05945946,0.0227027
0.01513514,0.00756757,0.01189189,0.01081081,0.0227027
