0.08540541,0.01945946,0.06702703,0.02810811,0.01297297
0.00108108,0.,0.00540541,0.00108108,0.00216216
0.11351351,0.05405405,0.15567568,0.12432432,0.06162162
0.02810811,0.0227027,0.06918919,0.08756757,0.03459459
0.00432432,0.00324324,0.00432432,0.00324324,0.01081081
0.,0.,0.,0.,0.
0.,0.,0.,0.,0.
0.23243243,0.09945946,0.30162162,0.24432432,0.12216216
0.,0.,0.,0.,0.
0.,0.,0.,0.,0.
0.06594595,0.01837838,0.07351351,0.03243243,0.02810811
0.,0.,0.,0.,0.
0.13081081,0.05081081,0.16432432,0.12108108,0.04
0.03567568,0.03027027,0.06378378,0.09081081,0.05405405
0.,0.,0.,0.,0.
0.11783784,0.02054054,0.03567568,0.02486486,0.00972973
0.,0.,0.,0.,0.
0.10054054,0.07135135,0.24648649,0.18918919,0.09945946
0.01405405,0.00756757,0.01945946,0.03027027,0.01297297
0.,0.,0.,0.,0.
0.00108108,0.00108108,0.00108108,0.00324324,0.
0.,0.,0.,0.,0.
0.23135135,0.09837838,0.30054054,0.24108108,0.12216216
0.,0.,0.,0.,0.
0.,0.,0.,0.,0.
0.,0.,0.,0.,0.
0.,0.,0.,0.,0.
0.23243243,0.09945946,0.30162162,0.24432432,0.12216216
0.,0.,0.,0.,0.
0.,0.,0.,0.,0.
