0.10810811,0.02486486,0.07351351,0.03243243,0.01081081
0.00864865,0.00540541,0.0227027,0.01189189,0.00648649
0.08108108,0.04324324,0.13837838,0.09405405,0.04432432
0.02378378,0.0172973,0.05405405,0.09621622,0.02810811
0.01081081,0.00864865,0.01297297,0.00972973,0.03243243
0.0227027,0.01189189,0.02594595,0.02594595,0.01405405
0.,0.,0.00108108,0.00108108,0.
0.2,0.08108108,0.26378378,0.2,0.10486486
0.00756757,0.00648649,0.00972973,0.0172973,0.00324324
0.00216216,0.,0.00108108,0.,0.
0.06594595,0.01837838,0.07351351,0.03243243,0.02810811
0.,0.,0.,0.,0.
0.13081081,0.05081081,0.16432432,0.12108108,0.04
0.03567568,0.03027027,0.06378378,0.09081081,0.05405405
0.,0.,0.,0.,0.
0.13081081,0.03243243,0.06810811,0.03243243,0.01189189
0.00108108,0.,0.,0.,0.
0.07675676,0.05837838,0.19135135,0.15567568,0.06702703
0.02054054,0.00756757,0.03675676,0.05297297,0.03783784
0.00324324,0.00108108,0.00540541,0.00324324,0.00540541
0.06486486,0.0227027,0.09081081,0.04216216,0.02594595
0.00756757,0.00432432,0.01837838,0.01297297,0.00432432
0.11351351,0.04648649,0.12864865,0.09837838,0.04108108
0.03783784,0.02486486,0.05297297,0.07783784,0.03243243
0.00864865,0.00108108,0.01081081,0.01297297,0.01837838
0.05513514,0.01405405,0.05513514,0.02810811,0.00972973
0.00864865,0.00432432,0.01405405,0.00864865,0.00432432
0.12324324,0.0572973,0.16324324,0.13081081,0.06486486
0.03135135,0.01837838,0.05513514,0.06594595,0.03243243
0.01405405,0.00540541,0.01405405,0.01081081,0.01081081
